Author 1,Author 2,Similarity
Silvio Berlusconi,Forza Italia,0.6478877002869284
Beppe Grillo,MoVimento 5 Stelle,0.6371287523090204
La Notizia,MoVimento 5 Stelle,0.618518681747937
nicola fratoianni,Globalist.it,0.6150486014824345
Carlo Calenda,Azione,0.5959587181874525
Imola Oggi,La Verità,0.5955167450054919
Beppe Grillo,La Notizia,0.5922047805046711
Nicola Porro,La Verità,0.5888956693518025
Nicola Porro,Giorgia Meloni,0.5850463341015368
Corriere della Sera,Repubblica,0.5605863278746203
