Author 1,Author 2,Similarity
YouTube,IL TEMPO,0.0
YouTube,YesLife,0.0
YouTube,Azione,0.0
YouTube,Corvelva,0.0
YouTube,Fratelli d'Italia 🇮🇹,0.0
YouTube,Formiche,0.0
YouTube,Reuters Italia,0.0
YouTube,Tuttosport,0.0
YouTube,Vimeo,0.0
YouTube,Limesonline,0.0
