Author 1,Author 2,Similarity
Papaboys,L'Osservatore Romano,0.0
Papaboys,nicola fratoianni,0.0
Papaboys,Formiche,0.0
Papaboys,Tuttosport,0.0
Papaboys,OggiScienza,0.0
Papaboys,Virgin Radio Italy,0.0
Papaboys,La Nuova Sardegna,0.0
Papaboys,Imola Oggi,0.0
Papaboys,IL TEMPO,0.0
Papaboys,Valigia Blu,0.0
