Author 1,Author 2,Similarity
Repubblica,Vimeo,0.0
Pagella Politica,Scenarieconomici,0.0
Pagella Politica,Corvelva,0.0
Pagella Politica,Quotidiano Libero,0.0
Pagella Politica,Beppe Grillo,0.0
Pagella Politica,Lega - Salvini Premier,0.0
Pagella Politica,Potere al Popolo,0.0
Pagella Politica,Radio Italia,0.0
Pagella Politica,Jeda News,0.0
Pagella Politica,La Notizia,0.0
